date,district,n
2023-09-14,Myawaddy,274
2023-09-14,Myeik,12
2023-09-14,Sittwe,5
2023-09-14,Tachileik,422
2023-09-14,Tamu,7
2023-09-15,Bhamo,5
2023-09-15,Falam,4
2023-09-15,Hakha,5
2023-09-15,Kawthoung,10
2023-09-15,Kengtung,16
2023-09-15,Maungdaw,6
2023-09-15,Muse,16
2023-09-15,Myawaddy,220
2023-09-15,Myeik,15
2023-09-15,Sittwe,3
2023-09-15,Tachileik,442
2023-09-15,Tamu,8
2023-09-16,Bhamo,3
2023-09-16,Falam,8
2023-09-16,Hakha,4
2023-09-16,Kawthoung,18
2023-09-16,Kengtung,69
2023-09-16,Maungdaw,4
2023-09-16,Muse,13
2023-09-16,Myawaddy,155
2023-09-16,Myeik,11
2023-09-16,Sittwe,4
2023-09-16,Tachileik,405
2023-09-16,Tamu,4
2023-09-17,Bhamo,4
2023-09-17,Falam,12
2023-09-17,Hakha,4
2023-09-17,Kawthoung,16
2023-09-17,Kengtung,28
2023-09-17,Maungdaw,4
2023-09-17,Muse,20
2023-09-17,Myawaddy,187
2023-09-17,Myeik,17
2023-09-17,Sittwe,3
2023-09-17,Tachileik,456
2023-09-17,Tamu,10
2023-09-30,Bawlake,1
2023-09-30,Bhamo,4
2023-09-30,Falam,10
2023-09-30,Hakha,5
2023-09-30,Kawthoung,12
2023-09-30,Kengtung,75
2023-09-30,Laukkaing,1
2023-09-30,Maungdaw,3
2023-09-30,Muse,15
2023-09-30,Myawaddy,207
2023-09-30,Myeik,7
2023-09-30,Sittwe,3
2023-09-30,Tachileik,435
2023-09-30,Tamu,6
2023-10-01,Bhamo,1
2023-10-01,Falam,16
2023-10-01,Hakha,4
2023-10-01,Kawthoung,12
2023-10-01,Kengtung,114
2023-10-01,Laukkaing,1
2023-10-01,Maungdaw,3
2023-10-01,Muse,18
2023-10-01,Myawaddy,234
2023-10-01,Myeik,8
2023-10-01,Sittwe,17
2023-10-01,Tachileik,474
2023-10-01,Tamu,4
2023-10-02,Bhamo,3
2023-10-02,Falam,12
2023-10-02,Hakha,3
2023-10-02,Kawthoung,13
2023-10-02,Kengtung,65
2023-10-02,Maungdaw,4
2023-10-02,Muse,17
2023-10-02,Myawaddy,195
2023-10-02,Myeik,6
2023-10-02,Sittwe,2
2023-10-02,Tachileik,484
2023-10-02,Tamu,5
2023-10-03,Bhamo,4
2023-10-03,Falam,10
2023-10-03,Hakha,5
2023-10-03,Kawthoung,13
2023-10-03,Kengtung,36
2023-10-03,Laukkaing,21
2023-10-03,Maungdaw,4
2023-10-03,Muse,27
2023-10-03,Myawaddy,201
2023-10-03,Myeik,8
2023-10-03,Sittwe,3
2023-10-03,Tachileik,441
2023-10-03,Tamu,6
2023-10-04,Bawlake,1
2023-10-04,Bhamo,5
2023-10-04,Falam,9
2023-10-04,Hakha,4
2023-10-04,Kawthoung,10
2023-10-04,Kengtung,47
2023-10-04,Maungdaw,5
2023-10-04,Muse,20
2023-10-04,Myawaddy,248
2023-10-04,Myeik,6
2023-10-04,Sittwe,2
2023-10-04,Tachileik,539
2023-10-04,Tamu,4
2023-10-05,Bhamo,5
2023-10-05,Falam,13
2023-10-05,Hakha,7
2023-10-05,Kawthoung,14
2023-10-05,Kengtung,13
2023-10-05,Maungdaw,8
2023-10-05,Muse,19
2023-10-05,Myawaddy,230
2023-10-05,Myeik,9
2023-10-05,Sittwe,4
2023-10-05,Tachileik,436
2023-10-05,Tamu,12
2023-10-06,Bawlake,1
2023-10-06,Bhamo,7
2023-10-06,Falam,12
2023-10-06,Hakha,4
2023-10-06,Kawthoung,11
2023-10-06,Kengtung,62
2023-10-06,Maungdaw,5
2023-10-06,Muse,34
2023-10-06,Myawaddy,230
2023-10-06,Myeik,7
2023-10-06,Sittwe,3
2023-10-06,Tachileik,501
2023-10-06,Tamu,8
2023-10-07,Bawlake,1
2023-10-07,Bhamo,3
2023-10-07,Falam,10
2023-10-07,Hakha,3
2023-10-07,Kawthoung,28
2023-10-07,Kengtung,20
2023-10-07,Laukkaing,1
2023-10-07,Maungdaw,6
2023-10-07,Muse,13
2023-10-07,Myawaddy,235
2023-10-07,Myeik,7
2023-10-07,Sittwe,4
2023-10-07,Tachileik,489
2023-10-07,Tamu,15
2023-10-08,Bawlake,2
2023-10-08,Bhamo,3
2023-10-08,Falam,13
2023-10-08,Hakha,3
2023-10-08,Kawthoung,33
2023-10-08,Kengtung,36
2023-10-08,Maungdaw,2
2023-10-08,Muse,16
2023-10-08,Myawaddy,242
2023-10-08,Myeik,8
2023-10-08,Sittwe,14
2023-10-08,Tachileik,494
2023-10-08,Tamu,7
2023-10-09,Bawlake,1
2023-10-09,Bhamo,3
2023-10-09,Falam,8
2023-10-09,Hakha,4
2023-10-09,Kawthoung,25
2023-10-09,Kengtung,63
2023-10-09,Maungdaw,3
2023-10-09,Muse,13
2023-10-09,Myawaddy,177
2023-10-09,Myeik,9
2023-10-09,Sittwe,2
2023-10-09,Tachileik,482
2023-10-09,Tamu,6
2023-10-10,Bawlake,2
2023-10-10,Bhamo,2
2023-10-10,Falam,12
2023-10-10,Hakha,3
2023-10-10,Kawthoung,16
2023-10-10,Kengtung,17
2023-10-10,Maungdaw,5
2023-10-10,Muse,11
2023-10-10,Myawaddy,259
2023-10-10,Myeik,8
2023-10-10,Sittwe,2
2023-10-10,Tachileik,472
2023-10-10,Tamu,8
2023-10-11,Bhamo,4
2023-10-11,Falam,7
2023-10-11,Hakha,4
2023-10-11,Kawthoung,24
2023-10-11,Kengtung,32
2023-10-11,Maungdaw,3
2023-10-11,Muse,32
2023-10-11,Myawaddy,232
2023-10-11,Myeik,7
2023-10-11,Sittwe,7
2023-10-11,Tachileik,466
2023-10-11,Tamu,6
2023-10-12,Bhamo,2
2023-10-12,Falam,10
2023-10-12,Hakha,5
2023-10-12,Kawthoung,19
2023-10-12,Kengtung,25
2023-10-12,Maungdaw,3
2023-10-12,Muse,16
2023-10-12,Myawaddy,152
2023-10-12,Myeik,7
2023-10-12,Sittwe,4
2023-10-12,Tachileik,423
2023-10-12,Tamu,5
2023-10-13,Bawlake,1
2023-10-13,Bhamo,2
2023-10-13,Falam,11
2023-10-13,Hakha,3
2023-10-13,Kawthoung,19
2023-10-13,Kengtung,33
2023-10-13,Maungdaw,2
2023-10-13,Muse,9
2023-10-13,Myawaddy,258
2023-10-13,Myeik,6
2023-10-13,Sittwe,4
2023-10-13,Tachileik,533
2023-10-13,Tamu,6
2023-10-14,Bawlake,1
2023-10-14,Bhamo,6
2023-10-14,Falam,9
2023-10-14,Hakha,4
2023-10-14,Kawthoung,17
2023-10-14,Kengtung,27
2023-10-14,Maungdaw,8
2023-10-14,Muse,14
2023-10-14,Myawaddy,148
2023-10-14,Myeik,6
2023-10-14,Sittwe,6
2023-10-14,Tachileik,491
2023-10-14,Tamu,3
2023-10-15,Bhamo,6
2023-10-15,Falam,11
2023-10-15,Hakha,2
2023-10-15,Kawthoung,20
2023-10-15,Kengtung,52
2023-10-15,Maungdaw,7
2023-10-15,Muse,13
2023-10-15,Myawaddy,233
2023-10-15,Myeik,7
2023-10-15,Sittwe,4
2023-10-15,Tachileik,503
2023-10-15,Tamu,4
2023-10-16,Bawlake,1
2023-10-16,Bhamo,7
2023-10-16,Falam,4
2023-10-16,Hakha,2
2023-10-16,Kawthoung,46
2023-10-16,Kengtung,77
2023-10-16,Maungdaw,3
2023-10-16,Muse,10
2023-10-16,Myawaddy,215
2023-10-16,Myeik,6
2023-10-16,Sittwe,4
2023-10-16,Tachileik,469
2023-10-16,Tamu,8
2023-10-17,Bhamo,7
2023-10-17,Falam,12
2023-10-17,Hakha,3
2023-10-17,Kawthoung,36
2023-10-17,Kengtung,34
2023-10-17,Laukkaing,1
2023-10-17,Maungdaw,12
2023-10-17,Muse,34
2023-10-17,Myawaddy,184
2023-10-17,Myeik,12
2023-10-17,Sittwe,4
2023-10-17,Tachileik,525
2023-10-17,Tamu,10
2023-10-18,Bhamo,6
2023-10-18,Falam,9
2023-10-18,Hakha,1
2023-10-18,Kawthoung,21
2023-10-18,Kengtung,37
2023-10-18,Laukkaing,1
2023-10-18,Maungdaw,2
2023-10-18,Muse,10
2023-10-18,Myawaddy,116
2023-10-18,Myeik,14
2023-10-18,Sittwe,4
2023-10-18,Tachileik,476
2023-10-18,Tamu,9
2023-10-19,Bhamo,7
2023-10-19,Falam,13
2023-10-19,Hakha,4
2023-10-19,Kawthoung,34
2023-10-19,Kengtung,67
2023-10-19,Laukkaing,1
2023-10-19,Maungdaw,4
2023-10-19,Muse,9
2023-10-19,Myawaddy,201
2023-10-19,Myeik,7
2023-10-19,Sittwe,17
2023-10-19,Tachileik,480
2023-10-19,Tamu,3
2023-10-21,Bhamo,6
2023-10-21,Falam,14
2023-10-21,Hakha,3
2023-10-21,Kawthoung,52
2023-10-21,Kengtung,50
2023-10-21,Laukkaing,1
2023-10-21,Maungdaw,2
2023-10-21,Muse,11
2023-10-21,Myawaddy,291
2023-10-21,Myeik,7
2023-10-21,Sittwe,4
2023-10-21,Tachileik,440
2023-10-21,Tamu,9
2023-10-22,Bhamo,5
2023-10-22,Falam,10
2023-10-22,Hakha,1
2023-10-22,Kawthoung,46
2023-10-22,Kengtung,76
2023-10-22,Maungdaw,4
2023-10-22,Muse,11
2023-10-22,Myawaddy,264
2023-10-22,Myeik,6
2023-10-22,Sittwe,3
2023-10-22,Tachileik,507
2023-10-22,Tamu,6
2023-10-23,Bawlake,3
2023-10-23,Bhamo,9
2023-10-23,Falam,11
2023-10-23,Hakha,2
2023-10-23,Kawthoung,41
2023-10-23,Kengtung,56
2023-10-23,Maungdaw,2
2023-10-23,Muse,11
2023-10-23,Myawaddy,270
2023-10-23,Myeik,5
2023-10-23,Sittwe,3
2023-10-23,Tachileik,460
2023-10-23,Tamu,7
2023-10-24,Bawlake,1
2023-10-24,Bhamo,6
2023-10-24,Falam,14
2023-10-24,Hakha,2
2023-10-24,Kawthoung,41
2023-10-24,Kengtung,85
2023-10-24,Maungdaw,2
2023-10-24,Muse,23
2023-10-24,Myawaddy,191
2023-10-24,Myeik,3
2023-10-24,Sittwe,5
2023-10-24,Tachileik,466
2023-10-24,Tamu,6
2023-10-25,Bawlake,2
2023-10-25,Bhamo,2
2023-10-25,Falam,14
2023-10-25,Hakha,3
2023-10-25,Kawthoung,22
2023-10-25,Kengtung,33
2023-10-25,Maungdaw,2
2023-10-25,Muse,33
2023-10-25,Myawaddy,191
2023-10-25,Myeik,4
2023-10-25,Sittwe,3
2023-10-25,Tachileik,539
2023-10-25,Tamu,6
2023-10-26,Bhamo,4
2023-10-26,Falam,12
2023-10-26,Hakha,3
2023-10-26,Kawthoung,45
2023-10-26,Kengtung,102
2023-10-26,Maungdaw,3
2023-10-26,Muse,12
2023-10-26,Myawaddy,205
2023-10-26,Myeik,3
2023-10-26,Myitkyina,7
2023-10-26,Sittwe,6
2023-10-26,Tachileik,474
2023-10-26,Tamu,4
2023-10-27,Bawlake,1
2023-10-27,Bhamo,2
2023-10-27,Falam,14
2023-10-27,Hakha,7
2023-10-27,Kawthoung,26
2023-10-27,Kengtung,41
2023-10-27,Laukkaing,2
2023-10-27,Maungdaw,4
2023-10-27,Muse,5
2023-10-27,Myawaddy,139
2023-10-27,Myeik,4
2023-10-27,Sittwe,6
2023-10-27,Tachileik,501
2023-10-27,Tamu,3
2023-10-28,Bawlake,1
2023-10-28,Bhamo,2
2023-10-28,Falam,13
2023-10-28,Hakha,4
2023-10-28,Kawthoung,47
2023-10-28,Kengtung,27
2023-10-28,Maungdaw,1
2023-10-28,Muse,7
2023-10-28,Myawaddy,203
2023-10-28,Myeik,5
2023-10-28,Sittwe,12
2023-10-28,Tachileik,432
2023-10-28,Tamu,8
2023-10-29,Bhamo,3
2023-10-29,Falam,13
2023-10-29,Hakha,3
2023-10-29,Kawthoung,30
2023-10-29,Kengtung,56
2023-10-29,Maungdaw,2
2023-10-29,Muse,7
2023-10-29,Myawaddy,122
2023-10-29,Myeik,4
2023-10-29,Sittwe,2
2023-10-29,Tachileik,584
2023-10-29,Tamu,5
2023-10-30,Bawlake,1
2023-10-30,Bhamo,3
2023-10-30,Falam,15
2023-10-30,Hakha,1
2023-10-30,Kawthoung,34
2023-10-30,Kengtung,31
2023-10-30,Laukkaing,7
2023-10-30,Maungdaw,6
2023-10-30,Muse,8
2023-10-30,Myawaddy,140
2023-10-30,Myeik,4
2023-10-30,Sittwe,2
2023-10-30,Tachileik,428
2023-10-30,Tamu,5
2023-10-31,Bawlake,1
2023-10-31,Bhamo,3
2023-10-31,Falam,15
2023-10-31,Hakha,2
2023-10-31,Kawthoung,18
2023-10-31,Kengtung,51
2023-10-31,Maungdaw,4
2023-10-31,Muse,4
2023-10-31,Myawaddy,119
2023-10-31,Myeik,3
2023-10-31,Sittwe,6
2023-10-31,Tachileik,452
2023-10-31,Tamu,9
2023-11-29,Bhamo,3
2023-11-29,Falam,11
2023-11-29,Hakha,3
2023-11-29,Kawthoung,27
2023-11-29,Kengtung,16
2023-11-29,Maungdaw,2
2023-11-29,Muse,17
2023-11-29,Myawaddy,159
2023-11-29,Myeik,6
2023-11-29,Sittwe,2
2023-11-29,Tachileik,483
2023-11-29,Tamu,8
2023-11-30,Bhamo,3
2023-11-30,Falam,9
2023-11-30,Hakha,3
2023-11-30,Kawthoung,25
2023-11-30,Kengtung,62
2023-11-30,Maungdaw,4
2023-11-30,Muse,18
2023-11-30,Myawaddy,124
2023-11-30,Myeik,5
2023-11-30,Sittwe,2
2023-11-30,Tachileik,489
2023-11-30,Tamu,8
2023-12-01,Bhamo,3
2023-12-01,Falam,11
2023-12-01,Hakha,4
2023-12-01,Kawthoung,35
2023-12-01,Kengtung,21
2023-12-01,Maungdaw,2
2023-12-01,Muse,20
2023-12-01,Myawaddy,171
2023-12-01,Myeik,4
2023-12-01,Myitkyina,3
2023-12-01,Sittwe,2
2023-12-01,Tachileik,558
2023-12-01,Tamu,11
2023-12-02,Bawlake,3
2023-12-02,Bhamo,1
2023-12-02,Falam,11
2023-12-02,Hakha,2
2023-12-02,Kawthoung,40
2023-12-02,Kengtung,31
2023-12-02,Maungdaw,4
2023-12-02,Muse,15
2023-12-02,Myawaddy,168
2023-12-02,Myeik,6
2023-12-02,Myitkyina,1
2023-12-02,Sittwe,3
2023-12-02,Tachileik,490
2023-12-02,Tamu,8
2023-12-03,Bawlake,2
2023-12-03,Bhamo,2
2023-12-03,Falam,10
2023-12-03,Hakha,1
2023-12-03,Kawthoung,24
2023-12-03,Kengtung,42
2023-12-03,Maungdaw,3
2023-12-03,Muse,9
2023-12-03,Myawaddy,81
2023-12-03,Myeik,7
2023-12-03,Sittwe,3
2023-12-03,Tachileik,531
2023-12-03,Tamu,8
2023-12-04,Bawlake,4
2023-12-04,Bhamo,3
2023-12-04,Falam,11
2023-12-04,Hakha,4
2023-12-04,Kawthoung,19
2023-12-04,Kengtung,68
2023-12-04,Maungdaw,5
2023-12-04,Muse,9
2023-12-04,Myawaddy,105
2023-12-04,Myeik,9
2023-12-04,Myitkyina,1
2023-12-04,Sittwe,2
2023-12-04,Tachileik,487
2023-12-04,Tamu,15
2023-12-05,Bawlake,4
2023-12-05,Bhamo,3
2023-12-05,Falam,8
2023-12-05,Hakha,5
2023-12-05,Kawthoung,17
2023-12-05,Kengtung,57
2023-12-05,Laukkaing,1
2023-12-05,Maungdaw,4
2023-12-05,Muse,8
2023-12-05,Myawaddy,108
2023-12-05,Myeik,5
2023-12-05,Sittwe,3
2023-12-05,Tachileik,539
2023-12-05,Tamu,9
2023-12-06,Bawlake,2
2023-12-06,Bhamo,2
2023-12-06,Falam,9
2023-12-06,Hakha,3
2023-12-06,Kawthoung,42
2023-12-06,Kengtung,69
2023-12-06,Maungdaw,3
2023-12-06,Muse,14
2023-12-06,Myawaddy,159
2023-12-06,Myeik,5
2023-12-06,Sittwe,3
2023-12-06,Tachileik,569
2023-12-06,Tamu,8
2023-12-07,Bawlake,2
2023-12-07,Bhamo,2
2023-12-07,Falam,7
2023-12-07,Hakha,1
2023-12-07,Kawthoung,37
2023-12-07,Kengtung,31
2023-12-07,Maungdaw,3
2023-12-07,Muse,12
2023-12-07,Myawaddy,145
2023-12-07,Myeik,4
2023-12-07,Sittwe,3
2023-12-07,Tachileik,489
2023-12-07,Tamu,9
2023-12-08,Bawlake,2
2023-12-08,Bhamo,1
2023-12-08,Falam,6
2023-12-08,Hakha,4
2023-12-08,Kawthoung,27
2023-12-08,Kengtung,24
2023-12-08,Maungdaw,2
2023-12-08,Muse,11
2023-12-08,Myawaddy,88
2023-12-08,Myeik,8
2023-12-08,Sittwe,3
2023-12-08,Tachileik,558
2023-12-08,Tamu,9
2023-12-09,Bawlake,2
2023-12-09,Bhamo,2
2023-12-09,Falam,8
2023-12-09,Hakha,3
2023-12-09,Kawthoung,24
2023-12-09,Kengtung,12
2023-12-09,Laukkaing,1
2023-12-09,Maungdaw,3
2023-12-09,Muse,15
2023-12-09,Myawaddy,175
2023-12-09,Myeik,9
2023-12-09,Sittwe,3
2023-12-09,Tachileik,637
2023-12-09,Tamu,9
2023-12-10,Bhamo,2
2023-12-10,Falam,9
2023-12-10,Hakha,1
2023-12-10,Kawthoung,22
2023-12-10,Kengtung,46
2023-12-10,Maungdaw,1
2023-12-10,Muse,14
2023-12-10,Myawaddy,151
2023-12-10,Myeik,5
2023-12-10,Sittwe,2
2023-12-10,Tachileik,550
2023-12-10,Tamu,9
2023-12-11,Bhamo,2
2023-12-11,Falam,8
2023-12-11,Kawthoung,26
2023-12-11,Kengtung,42
2023-12-11,Maungdaw,3
2023-12-11,Muse,9
2023-12-11,Myawaddy,132
2023-12-11,Myeik,5
2023-12-11,Sittwe,2
2023-12-11,Tachileik,477
2023-12-11,Tamu,9
2023-12-12,Bhamo,2
2023-12-12,Falam,11
2023-12-12,Hakha,2
2023-12-12,Kawthoung,37
2023-12-12,Kengtung,41
2023-12-12,Maungdaw,3
2023-12-12,Muse,11
2023-12-12,Myawaddy,191
2023-12-12,Myeik,6
2023-12-12,Sittwe,5
2023-12-12,Tachileik,516
2023-12-12,Tamu,10
2023-12-13,Bhamo,2
2023-12-13,Falam,14
2023-12-13,Hakha,2
2023-12-13,Kawthoung,27
2023-12-13,Kengtung,43
2023-12-13,Maungdaw,3
2023-12-13,Muse,7
2023-12-13,Myawaddy,144
2023-12-13,Myeik,9
2023-12-13,Sittwe,4
2023-12-13,Tachileik,476
2023-12-13,Tamu,8
2023-12-14,Bhamo,2
2023-12-14,Falam,13
2023-12-14,Hakha,2
2023-12-14,Kawthoung,17
2023-12-14,Kengtung,47
2023-12-14,Maungdaw,5
2023-12-14,Muse,10
2023-12-14,Myawaddy,187
2023-12-14,Myeik,7
2023-12-14,Sittwe,4
2023-12-14,Tachileik,495
2023-12-14,Tamu,6
2023-12-15,Bhamo,4
2023-12-15,Falam,11
2023-12-15,Hakha,2
2023-12-15,Kawthoung,19
2023-12-15,Kengtung,36
2023-12-15,Maungdaw,3
2023-12-15,Muse,5
2023-12-15,Myawaddy,132
2023-12-15,Myeik,6
2023-12-15,Sittwe,2
2023-12-15,Tachileik,506
2023-12-15,Tamu,9
2023-12-16,Bawlake,1
2023-12-16,Bhamo,3
2023-12-16,Falam,8
2023-12-16,Hakha,2
2023-12-16,Kawthoung,25
2023-12-16,Kengtung,34
2023-12-16,Maungdaw,4
2023-12-16,Muse,3
2023-12-16,Myawaddy,101
2023-12-16,Myeik,8
2023-12-16,Sittwe,1
2023-12-16,Tachileik,498
2023-12-16,Tamu,11
2023-12-17,Bawlake,4
2023-12-17,Bhamo,2
2023-12-17,Falam,13
2023-12-17,Hakha,3
2023-12-17,Kawthoung,33
2023-12-17,Kengtung,23
2023-12-17,Laukkaing,1
2023-12-17,Maungdaw,12
2023-12-17,Muse,11
2023-12-17,Myawaddy,172
2023-12-17,Myeik,8
2023-12-17,Sittwe,5
2023-12-17,Tachileik,480
2023-12-17,Tamu,7
2023-12-18,Bawlake,4
2023-12-18,Bhamo,1
2023-12-18,Falam,13
2023-12-18,Hakha,4
2023-12-18,Kawthoung,25
2023-12-18,Kengtung,36
2023-12-18,Laukkaing,2
2023-12-18,Maungdaw,3
2023-12-18,Muse,5
2023-12-18,Myawaddy,131
2023-12-18,Myeik,7
2023-12-18,Sittwe,3
2023-12-18,Tachileik,513
2023-12-18,Tamu,6
2023-12-19,Bawlake,1
2023-12-19,Bhamo,1
2023-12-19,Falam,11
2023-12-19,Hakha,3
2023-12-19,Kawthoung,38
2023-12-19,Kengtung,43
2023-12-19,Maungdaw,2
2023-12-19,Muse,8
2023-12-19,Myawaddy,164
2023-12-19,Myeik,9
2023-12-19,Sittwe,4
2023-12-19,Tachileik,575
2023-12-19,Tamu,11
2023-12-20,Bawlake,1
2023-12-20,Bhamo,1
2023-12-20,Falam,13
2023-12-20,Hakha,3
2023-12-20,Kawthoung,29
2023-12-20,Kengtung,82
2023-12-20,Maungdaw,6
2023-12-20,Muse,12
2023-12-20,Myawaddy,172
2023-12-20,Myeik,9
2023-12-20,Myitkyina,8
2023-12-20,Sittwe,6
2023-12-20,Tachileik,612
2023-12-20,Tamu,7
2023-12-21,Bawlake,1
2023-12-21,Bhamo,3
2023-12-21,Falam,11
2023-12-21,Kawthoung,25
2023-12-21,Kengtung,42
2023-12-21,Maungdaw,5
2023-12-21,Muse,6
2023-12-21,Myawaddy,128
2023-12-21,Myeik,9
2023-12-21,Sittwe,7
2023-12-21,Tachileik,610
2023-12-21,Tamu,11
2023-12-22,Bhamo,2
2023-12-22,Falam,18
2023-12-22,Hakha,1
2023-12-22,Kawthoung,37
2023-12-22,Kengtung,45
2023-12-22,Laukkaing,1
2023-12-22,Maungdaw,8
2023-12-22,Muse,2
2023-12-22,Myawaddy,162
2023-12-22,Myeik,14
2023-12-22,Sittwe,11
2023-12-22,Tachileik,616
2023-12-22,Tamu,10
2023-12-23,Bhamo,2
2023-12-23,Falam,11
2023-12-23,Hakha,3
2023-12-23,Kawthoung,29
2023-12-23,Kengtung,42
2023-12-23,Maungdaw,4
2023-12-23,Muse,5
2023-12-23,Myawaddy,177
2023-12-23,Myeik,12
2023-12-23,Sittwe,3
2023-12-23,Tachileik,509
2023-12-23,Tamu,10
2023-12-24,Bawlake,1
2023-12-24,Bhamo,2
2023-12-24,Falam,9
2023-12-24,Hakha,3
2023-12-24,Kawthoung,21
2023-12-24,Kengtung,44
2023-12-24,Maungdaw,8
2023-12-24,Muse,3
2023-12-24,Myawaddy,138
2023-12-24,Myeik,9
2023-12-24,Sittwe,2
2023-12-24,Tachileik,495
2023-12-24,Tamu,10
2023-12-25,Bawlake,1
2023-12-25,Falam,11
2023-12-25,Hakha,2
2023-12-25,Kawthoung,33
2023-12-25,Kengtung,71
2023-12-25,Maungdaw,3
2023-12-25,Muse,5
2023-12-25,Myawaddy,138
2023-12-25,Myeik,7
2023-12-25,Sittwe,1
2023-12-25,Tachileik,528
2023-12-25,Tamu,8
2023-12-26,Bawlake,1
2023-12-26,Falam,12
2023-12-26,Hakha,2
2023-12-26,Kawthoung,41
2023-12-26,Kengtung,70
2023-12-26,Maungdaw,4
2023-12-26,Muse,13
2023-12-26,Myawaddy,130
2023-12-26,Myeik,5
2023-12-26,Sittwe,5
2023-12-26,Tachileik,552
2023-12-26,Tamu,5
2023-12-27,Bawlake,1
2023-12-27,Bhamo,1
2023-12-27,Falam,14
2023-12-27,Hakha,3
2023-12-27,Kawthoung,34
2023-12-27,Kengtung,58
2023-12-27,Maungdaw,5
2023-12-27,Muse,9
2023-12-27,Myawaddy,163
2023-12-27,Myeik,7
2023-12-27,Myitkyina,9
2023-12-27,Sittwe,3
2023-12-27,Tachileik,499
2023-12-27,Tamu,7
2023-12-28,Bhamo,2
2023-12-28,Falam,17
2023-12-28,Hakha,5
2023-12-28,Kawthoung,45
2023-12-28,Kengtung,65
2023-12-28,Maungdaw,30
2023-12-28,Muse,7
2023-12-28,Myawaddy,253
2023-12-28,Myeik,8
2023-12-28,Myitkyina,2
2023-12-28,Sittwe,5
2023-12-28,Tachileik,643
2023-12-28,Tamu,12
2023-12-29,Bhamo,4
2023-12-29,Falam,17
2023-12-29,Hakha,1
2023-12-29,Kawthoung,50
2023-12-29,Kengtung,28
2023-12-29,Maungdaw,32
2023-12-29,Muse,8
2023-12-29,Myawaddy,255
2023-12-29,Myeik,8
2023-12-29,Sittwe,3
2023-12-29,Tachileik,595
2023-12-29,Tamu,11
2023-12-30,Bhamo,5
2023-12-30,Falam,18
2023-12-30,Hakha,1
2023-12-30,Kawthoung,58
2023-12-30,Kengtung,84
2023-12-30,Maungdaw,28
2023-12-30,Muse,7
2023-12-30,Myawaddy,309
2023-12-30,Myeik,10
2023-12-30,Sittwe,3
2023-12-30,Tachileik,639
2023-12-30,Tamu,6
2023-12-31,Bawlake,2
2023-12-31,Bhamo,3
2023-12-31,Falam,13
2023-12-31,Hakha,3
2023-12-31,Kawthoung,87
2023-12-31,Kengtung,69
2023-12-31,Maungdaw,7
2023-12-31,Muse,15
2023-12-31,Myawaddy,272
2023-12-31,Myeik,9
2023-12-31,Sittwe,1
2023-12-31,Tachileik,699
2023-12-31,Tamu,9
NA,Bawlake,0
NA,Bhamo,0
NA,Falam,0
NA,Hakha,0
NA,Kawthoung,0
NA,Kengtung,0
NA,Laukkaing,0
NA,Maungdaw,0
NA,Muse,0
NA,Myawaddy,0
NA,Myeik,0
NA,Myitkyina,0
NA,Sittwe,0
NA,Tachileik,0
NA,Tamu,0
